"","project_name","sys_sample_code","station","date_time","chemical_name","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","sample_date","order","station_type","flow_qual","flow_quant_cfs","load_kg_per_day"
"4278","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","CHLORIDE (AS CL)","16887-00-6","t",78.9,"mg/l",0.2,"mg/l",2,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4279","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","CHLORIDE (AS CL)","16887-00-6","t",82.7,"mg/l",0.2,"mg/l",2,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4280","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","CHLOROPHYLL A","479-61-8","t",17.8,"ug/l",NA,"ug/l",0.54,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4281","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","CHLOROPHYLL A","479-61-8","t",3.73,"ug/l",NA,"ug/l",0.22,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4282","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",513,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4283","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",572,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4284","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","COPPER","7440-50-8","t",2.5,"ug/l",0.652,"ug/l",1,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4285","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","COPPER","7440-50-8","t",2.6,"ug/l",0.652,"ug/l",1,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4286","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","HARDNESS (AS CACO3)","hard","t",154,"mg/l",0.4,"mg/l",10,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4287","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","HARDNESS (AS CACO3)","hard","t",153,"mg/l",0.5,"mg/l",13,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4288","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","IRON","7439-89-6","t",208,"ug/l",55.4,"ug/l",100,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4289","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","IRON","7439-89-6","t",246,"ug/l",55.4,"ug/l",100,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4290","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","LEAD","7439-92-1","t",NA,"ug/l",0.405,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-09-20,41,"special_study","baseline",NA,NA
"4291","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","LEAD","7439-92-1","t",NA,"ug/l",0.405,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-10-12,41,"special_study","event",NA,NA
"4292","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","MAGNESIUM","7439-95-4","t",10400,"ug/l",110,"ug/l",1000,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4293","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","MAGNESIUM","7439-95-4","t",11100,"ug/l",110,"ug/l",1000,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4294","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","NICKEL","7440-02-0","t",1.8,"ug/l",0.45,"ug/l",1,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4295","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","NICKEL","7440-02-0","t",1.9,"ug/l",0.45,"ug/l",1,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4296","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.756,"mg/l",7e-04,"mg/l",0.002,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4297","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.75,"mg/l",7e-04,"mg/l",0.002,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4298","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0848,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4299","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.163,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4300","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.74,"mg/l",NA,"mg/l",0.01,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4301","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.73,"mg/l",NA,"mg/l",0.01,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4302","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","NITROGEN, NITRITE","14797-65-0","t",0.016,"mg/l",0.002,"mg/l",0.01,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4303","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","NITROGEN, NITRITE","14797-65-0","t",0.019,"mg/l",0.004,"mg/l",0.01,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4304","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","PH","ph","t",8.26,"ph units",NA,"ph units",NA,"h","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4305","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","PH","ph","t",7.63,"ph units",NA,"ph units",NA,"h","a","",2017-10-12,41,"special_study","event",NA,NA
"4306","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.117,"mg/l",0.02,"mg/l",0.03,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4307","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.152,"mg/l",0.008,"mg/l",0.012,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4308","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-09-20,41,"special_study","baseline",NA,NA
"4309","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-10-12,41,"special_study","event",NA,NA
"4310","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","TEMPERATURE OF PH ANALYSIS","temp","t",26.8,"deg c",NA,"deg c",NA,"h","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4311","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","TEMPERATURE OF PH ANALYSIS","temp","t",19.6,"deg c",NA,"deg c",NA,"h","a","",2017-10-12,41,"special_study","event",NA,NA
"4312","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",305,"mg/l",4,"mg/l",10,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4313","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",288,"mg/l",4,"mg/l",10,"","a","",2017-10-12,41,"special_study","event",NA,NA
"4314","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","TURBIDITY","turb","t",8.2,"ntu",0.06,"ntu",0.1,"","a","",2017-09-20,41,"special_study","baseline",NA,NA
"4315","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","TURBIDITY","turb","t",2.79,"ntu",0.06,"ntu",0.1,"","j","estimated value due to equipment blank error",2017-10-12,41,"special_study","event",NA,NA
"4316","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-09-20 13:10:00","ZINC","7440-66-6","t",NA,"ug/l",3,"ug/l",5,"u","u","analyte was analyzed for but not detected",2017-09-20,41,"special_study","baseline",NA,NA
"4317","wallkill special study 2017","13-walk-2.1","13-walk-2.1","2017-10-12 12:48:00","ZINC","7440-66-6","t",3.9,"ug/l",3,"ug/l",5,"j","j","estimated value due to lab error",2017-10-12,41,"special_study","event",NA,NA
"4318","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",112,"mg/l",1,"mg/l",2,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4319","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","ALUMINUM","7429-90-5","t",203,"ug/l",13.5,"ug/l",50,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4320","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","ARSENIC","7440-38-2","t",0.828,"ug/l",0.389,"ug/l",1,"j","j","estimated value due to lab error",2017-09-07,41,"special_study","event",NA,NA
"4321","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.182,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-09-07,41,"special_study","event",NA,NA
"4322","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","CHLORIDE (AS CL)","16887-00-6","t",74.2,"mg/l",0.2,"mg/l",2,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4323","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","CHLOROPHYLL A","479-61-8","t",4.59,"ug/l",NA,"ug/l",0.25,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4324","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",538,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4325","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","COPPER","7440-50-8","t",2.5,"ug/l",0.652,"ug/l",1,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4326","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","HARDNESS (AS CACO3)","hard","t",173,"mg/l",0.5,"mg/l",13,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4327","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","IRON","7439-89-6","t",410,"ug/l",55.4,"ug/l",100,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4328","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","LEAD","7439-92-1","t",0.587,"ug/l",0.405,"ug/l",1,"j","j","estimated value due to lab error",2017-09-07,41,"special_study","event",NA,NA
"4329","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","MAGNESIUM","7439-95-4","t",9910,"ug/l",110,"ug/l",1000,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4330","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","NICKEL","7440-02-0","t",2.8,"ug/l",0.45,"ug/l",1,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4331","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.824,"mg/l",7e-04,"mg/l",0.002,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4332","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.108,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4333","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.824,"mg/l",NA,"mg/l",0.01,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4334","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.002,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2017-09-07,41,"special_study","event",NA,NA
"4335","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","PH","ph","t",8.05,"ph units",NA,"ph units",NA,"h","a","",2017-09-07,41,"special_study","event",NA,NA
"4336","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.137,"mg/l",0.01,"mg/l",0.015,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4337","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-09-07,41,"special_study","event",NA,NA
"4338","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","TEMPERATURE OF PH ANALYSIS","temp","t",19.5,"deg c",NA,"deg c",NA,"h","a","",2017-09-07,41,"special_study","event",NA,NA
"4339","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",272,"mg/l",4,"mg/l",10,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4340","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","TURBIDITY","turb","t",10.5,"ntu",0.06,"ntu",0.1,"","a","",2017-09-07,41,"special_study","event",NA,NA
"4341","wallkill special study 2017","13walk-2.1","13-walk-2.1","2017-09-07 12:55:00","ZINC","7440-66-6","t",3.9,"ug/l",3,"ug/l",5,"j","j","estimated value due to lab error",2017-09-07,41,"special_study","event",NA,NA
"4342","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",97.6,"mg/l",1,"mg/l",2,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4343","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","ALUMINUM","7429-90-5","t",157,"ug/l",80.1,"ug/l",100,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4344","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","ARSENIC","7440-38-2","t",NA,"ug/l",0.389,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-07-20,41,"special_study","baseline",NA,NA
"4345","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.182,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-07-20,41,"special_study","baseline",NA,NA
"4346","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","CHLORIDE (AS CL)","16887-00-6","t",62.3,"mg/l",0.2,"mg/l",2,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4347","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","CHLOROPHYLL A","479-61-8","t",42.1,"ug/l",NA,"ug/l",1.4,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4348","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",431,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4349","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","COPPER","7440-50-8","t",2.3,"ug/l",0.652,"ug/l",1,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4350","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","HARDNESS (AS CACO3)","hard","t",140,"mg/l",0.4,"mg/l",10,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4351","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","IRON","7439-89-6","t",378,"ug/l",55.4,"ug/l",100,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4352","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","LEAD","7439-92-1","t",0.534,"ug/l",0.405,"ug/l",1,"j","j","estimated value due to lab error",2017-07-20,41,"special_study","baseline",NA,NA
"4353","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","MAGNESIUM","7439-95-4","t",9150,"ug/l",110,"ug/l",1000,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4354","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","NICKEL","7440-02-0","t",2,"ug/l",0.45,"ug/l",1,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4355","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.511,"mg/l",0.0025,"mg/l",0.0025,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4356","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0153,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4357","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.511,"mg/l",NA,"mg/l",0.01,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4358","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.002,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2017-07-20,41,"special_study","baseline",NA,NA
"4359","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","PH","ph","t",7.95,"ph units",NA,"ph units",NA,"h","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4360","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.133,"mg/l",0.008,"mg/l",0.012,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4361","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-07-20,41,"special_study","baseline",NA,NA
"4362","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","TEMPERATURE OF PH ANALYSIS","temp","t",22.3,"deg c",NA,"deg c",NA,"h","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4363","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",239,"mg/l",4,"mg/l",10,"","a","",2017-07-20,41,"special_study","baseline",NA,NA
"4364","wallkill special study 2017","13walk-2.1_07202017_ws","13-walk-2.1","2017-07-20 17:08:00","ZINC","7440-66-6","t",NA,"ug/l",3,"ug/l",5,"u","u","analyte was analyzed for but not detected",2017-07-20,41,"special_study","baseline",NA,NA
"4365","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",112,"mg/l",1,"mg/l",2,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4366","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","ALUMINUM","7429-90-5","t",121,"ug/l",2.7,"ug/l",10,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4367","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","ARSENIC","7440-38-2","t",1.1,"ug/l",0.389,"ug/l",1,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4368","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.182,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-08-02,41,"special_study","baseline",NA,NA
"4369","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","CHLORIDE (AS CL)","16887-00-6","t",72.6,"mg/l",0.2,"mg/l",2,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4370","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","CHLOROPHYLL A","479-61-8","t",68.8,"ug/l",NA,"ug/l",3.3,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4371","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",519,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4372","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","COPPER","7440-50-8","t",2.2,"ug/l",0.652,"ug/l",1,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4373","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","HARDNESS (AS CACO3)","hard","t",153,"mg/l",0.5,"mg/l",13,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4374","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","IRON","7439-89-6","t",215,"ug/l",55.4,"ug/l",100,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4375","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","LEAD","7439-92-1","t",NA,"ug/l",0.405,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-08-02,41,"special_study","baseline",NA,NA
"4376","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","MAGNESIUM","7439-95-4","t",10500,"ug/l",110,"ug/l",1000,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4377","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","NICKEL","7440-02-0","t",2,"ug/l",0.45,"ug/l",1,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4378","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.421,"mg/l",0.0025,"mg/l",0.0025,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4379","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0103,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4380","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.409,"mg/l",NA,"mg/l",0.01,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4381","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","NITROGEN, NITRITE","14797-65-0","t",0.012,"mg/l",0.002,"mg/l",0.01,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4382","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","PH","ph","t",8.79,"ph units",NA,"ph units",NA,"h","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4383","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.111,"mg/l",0.004,"mg/l",0.006,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4384","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-08-02,41,"special_study","baseline",NA,NA
"4385","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","TEMPERATURE OF PH ANALYSIS","temp","t",20.7,"deg c",NA,"deg c",NA,"h","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4386","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",267,"mg/l",4,"mg/l",10,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4387","wallkill special study 2017","13walk-2.1_08022017-ws","13-walk-2.1","2017-08-02 14:41:00","TURBIDITY","turb","t",11.1,"ntu",0.06,"ntu",0.1,"","a","",2017-08-02,41,"special_study","baseline",NA,NA
"4388","wallkill special study 2018","13-walk-2.1-07102018-w","13-walk-2.1","2018-07-10 09:30:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",114,"mg/l",1,"mg/l",2,"","a","",2018-07-10,41,"special_study","baseline",NA,NA
"4389","wallkill special study 2018","13-walk-2.1-07102018-w","13-walk-2.1","2018-07-10 09:30:00","ALUMINUM","7429-90-5","t",214,"ug/l",11.5,"ug/l",50,"","a","",2018-07-10,41,"special_study","baseline",NA,NA
"4390","wallkill special study 2018","13-walk-2.1-07102018-w","13-walk-2.1","2018-07-10 09:30:00","ARSENIC","7440-38-2","t",2.9,"ug/l",0.39,"ug/l",1,"","a","",2018-07-10,41,"special_study","baseline",NA,NA
"4391","wallkill special study 2018","13-walk-2.1-07102018-w","13-walk-2.1","2018-07-10 09:30:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-10,41,"special_study","baseline",NA,NA
